"caller_phone","receiver_phone","call_count","total_duration","call_date","first_call_time","last_call_time","avg_call_duration","max_call_duration","min_call_duration","call_pattern","proximity_pattern","matched_suspect_id","matched_victim_id","calls_per_day","time_synchronized_txn","matching_txn_date","matching_txn_amount","prosecution_grade","caller_name","receiver_name","caller_role","receiver_role"
"9874521118","9118959753","9","6102","2025-02-11","23:48:29","20:21:50","678","1225","348","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","9.0","TRUE","2025-02-11","?2,760,219","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878007639","9114516248","16","9760","2025-02-09","06:23:08","10:19:47","610","1089","437","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","16.0","TRUE","2025-02-09","?9,921,347","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000007","9114783105","15","8775","2025-01-30","23:19:20","06:36:50","585","814","454","FREQUENT","MEDIUM","S007","UNKNOWN","15.0","TRUE","2025-01-30","?14,954,546","A+","Ramesh Menon","Unknown","SUSPECT","UNKNOWN"
"9876540684","9117557976","14","5026","2025-01-30","08:34:24","12:30:06","359","604","162","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","14.0","TRUE","2025-01-30","?14,954,546","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873876011","9112750084","23","16468","2025-01-16","07:52:44","21:01:11","716","1322","352","REGULAR","NEAR","UNKNOWN","UNKNOWN","23.0","TRUE","2025-01-16","?9,610,207","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000010","9114909752","11","9075","2025-02-07","08:29:03","17:33:00","825","1498","416","REGULAR","DISTANT","S010","UNKNOWN","11.0","TRUE","2025-02-07","?9,901,809","C","Ajay Bhat","Unknown","SUSPECT","UNKNOWN"
"9873634617","9112857975","6","4194","2025-01-31","21:47:04","18:57:55","699","1273","317","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","6.0","TRUE","2025-01-31","?8,168,609","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878965487","9113663907","21","15498","2025-01-24","12:32:45","20:17:12","738","1156","525","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-24","?3,897,410","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000013","9119822408","12","8784","2025-02-05","20:29:36","07:47:05","732","1103","528","OCCASIONAL","ROAMING","S013","UNKNOWN","12.0","TRUE","2025-02-05","?8,650,102","C","Yashpal Shah","Unknown","SUSPECT","UNKNOWN"
"9875990361","9117561407","21","6909","2025-01-31","13:11:57","19:29:24","329","505","254","REGULAR","NEAR","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-31","?8,168,609","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9875021419","9113649663","10","7930","2025-02-08","15:42:58","08:44:46","793","1226","539","REGULAR","ROAMING","UNKNOWN","UNKNOWN","10.0","TRUE","2025-02-08","?13,058,387","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000016","9117186297","4","1028","2025-02-06","16:26:28","11:16:13","257","405","86","PERSISTENT","NEAR","S016","UNKNOWN","4.0","TRUE","2025-02-06","?11,345,198","B","Meena Saxena","Unknown","SUSPECT","UNKNOWN"
"9878749462","9117394729","12","6696","2025-01-17","18:02:00","14:07:45","558","949","296","REGULAR","DISTANT","UNKNOWN","UNKNOWN","12.0","TRUE","2025-01-17","?7,827,542","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878740286","9112144829","4","2844","2025-01-20","20:08:30","14:53:10","711","1183","276","REGULAR","NEAR","UNKNOWN","UNKNOWN","4.0","TRUE","2025-01-20","?11,517,348","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000019","9119970002","25","13750","2025-01-15","08:42:48","06:43:17","550","833","224","REGULAR","ROAMING","S019","UNKNOWN","25.0","TRUE","2025-01-15","?2,691,923","B","Mohini Kumar","Unknown","SUSPECT","UNKNOWN"
"9871577888","9119930492","8","4816","2025-01-08","22:41:42","09:24:44","602","801","182","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-08","?7,722,464","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877331646","9114384602","9","4797","2025-01-20","12:05:01","19:01:00","533","910","176","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","9.0","TRUE","2025-01-20","?11,517,348","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000022","9113816607","25","8025","2025-01-07","19:32:06","16:20:35","321","597","159","REGULAR","MEDIUM","S022","UNKNOWN","25.0","TRUE","2025-01-07","?6,469,651","A","Farooq Khan","Unknown","SUSPECT","UNKNOWN"
"9878178640","9113026754","9","3312","2025-01-11","17:20:11","06:25:41","368","564","194","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","9.0","TRUE","2025-01-11","?10,527,499","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872107569","9115671743","22","17336","2025-01-28","07:04:56","12:26:19","788","1489","276","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-28","?4,587,146","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000025","9113876606","10","2470","2025-02-12","16:40:44","18:43:59","247","347","168","REGULAR","DISTANT","S025","UNKNOWN","10.0","TRUE","2025-02-12","?8,488,722","C","Farooq Verma","Unknown","SUSPECT","UNKNOWN"
"9876334600","9119088805","4","1972","2025-01-06","20:24:32","13:32:37","493","647","334","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","4.0","TRUE","2025-01-06","?15,243,515","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873081317","9116181620","9","5292","2025-01-20","08:03:08","17:31:18","588","896","365","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","9.0","TRUE","2025-01-20","?11,517,348","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000028","9118444490","25","12150","2025-01-13","14:20:41","07:33:50","486","850","201","BURST","DISTANT","S028","UNKNOWN","25.0","TRUE","2025-01-13","?8,893,244","A","Mohini Malhotra","Unknown","SUSPECT","UNKNOWN"
"9876557792","9116750028","9","3240","2025-02-08","07:58:58","13:51:43","360","580","141","REGULAR","ROAMING","UNKNOWN","UNKNOWN","9.0","TRUE","2025-02-08","?13,058,387","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871101379","9112084091","17","3757","2025-01-17","07:40:09","12:08:05","221","318","74","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","17.0","TRUE","2025-01-17","?7,827,542","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000031","9116225481","7","6216","2025-01-17","13:27:11","13:19:18","888","1670","355","PERSISTENT","ROAMING","S031","UNKNOWN","7.0","TRUE","2025-01-17","?7,827,542","C","Omkar Rao","Unknown","SUSPECT","UNKNOWN"
"9879072704","9112342445","13","7241","2025-01-29","11:30:28","19:32:39","557","998","388","BURST","MEDIUM","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-29","?4,380,165","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871332374","9117399154","15","3525","2025-01-24","23:09:35","11:16:24","235","369","114","BURST","DISTANT","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-24","?3,897,410","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000034","9112206947","12","3468","2025-02-04","12:09:58","12:00:00","289","460","220","PERSISTENT","DISTANT","S034","UNKNOWN","12.0","TRUE","2025-02-04","?5,872,186","C","Uma Kumar","Unknown","SUSPECT","UNKNOWN"
"9877621123","9117260332","14","9114","2025-01-24","08:26:56","07:58:07","651","922","337","BURST","MEDIUM","UNKNOWN","UNKNOWN","14.0","TRUE","2025-01-24","?3,897,410","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9875282525","9116848179","18","15768","2025-02-05","17:44:03","18:59:27","876","1389","666","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","18.0","TRUE","2025-02-05","?8,650,102","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000037","9111474058","24","19944","2025-01-14","14:38:29","10:16:15","831","1086","569","PERSISTENT","MEDIUM","S037","UNKNOWN","24.0","TRUE","2025-01-14","?23,721,045","A","Ajay Desai","Unknown","SUSPECT","UNKNOWN"
"9877448284","9117671743","24","18000","2025-01-10","22:58:12","19:10:53","750","1286","412","BURST","DISTANT","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-10","?8,404,837","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879945633","9117422127","20","9300","2025-01-31","08:06:40","17:52:09","465","863","232","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","20.0","TRUE","2025-01-31","?8,168,609","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000040","9111107714","7","4571","2025-01-05","09:04:49","19:33:26","653","915","318","OCCASIONAL","ROAMING","S040","UNKNOWN","7.0","TRUE","2025-01-05","?11,377,912","C","Farooq Desai","Unknown","SUSPECT","UNKNOWN"
"9873253718","9114322233","17","5712","2025-02-06","09:28:36","12:11:12","336","599","133","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","17.0","TRUE","2025-02-06","?11,345,198","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877858398","9118394229","22","17358","2025-01-11","11:05:18","08:24:07","789","1187","467","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-11","?10,527,499","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000043","9119140210","23","5819","2025-01-05","07:17:48","06:42:37","253","360","176","FREQUENT","NEAR","S043","UNKNOWN","23.0","TRUE","2025-01-05","?11,377,912","A+","Disha Nair","Unknown","SUSPECT","UNKNOWN"
"9877302626","9119725395","10","6470","2025-02-04","16:38:27","16:23:43","647","1158","498","OCCASIONAL","DISTANT","UNKNOWN","UNKNOWN","10.0","TRUE","2025-02-04","?5,872,186","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877685239","9117349097","21","4368","2025-01-27","16:51:06","06:29:55","208","273","75","BURST","MEDIUM","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-27","?2,408,056","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000046","9115688687","24","9696","2025-01-28","20:39:43","21:32:26","404","764","314","REGULAR","NEAR","S046","UNKNOWN","24.0","TRUE","2025-01-28","?4,587,146","A+","Iris Verma","Unknown","SUSPECT","UNKNOWN"
"9876405343","9111279010","22","11396","2025-01-07","16:43:28","13:38:31","518","781","398","BURST","NEAR","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-07","?6,469,651","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878988000","9112685367","25","13600","2025-01-23","12:45:09","22:56:36","544","748","379","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","25.0","TRUE","2025-01-23","?15,624,222","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000049","9118831655","7","4242","2025-01-12","21:42:34","13:15:13","606","826","482","REGULAR","NEAR","S049","UNKNOWN","7.0","TRUE","2025-01-12","?9,395,426","B","Priya Yadav","Unknown","SUSPECT","UNKNOWN"
"9871490260","9113688301","12","6504","2025-01-22","13:46:16","21:57:42","542","1004","334","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","12.0","TRUE","2025-01-22","?3,073,662","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
